cgdppc,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
year,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BIH,BLR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CSK,CUB,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,POL,PRI,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,STP,SUN,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,YEM,YUG,ZAF,ZMB,ZWE
2000,735,1647,5183,105222,14918,3324,36001,35714,2576,962,33427,1489,1355,1369,8671,27598,5874,8587,2984,8316,20603,9525,911,37446,42752,10903,4071,2127,2252,443,2727,6860,1464,3636,9500,16153,4882,25493,19759,33975,2415,8816,35923,7534,8255,5028,5269,26424,11903,608,32972,31771,10502,34390,3429,2337,1059,1812,1357,12774,23138,4773,38153,3545,14326,1934,14757,3472,2003,39152,7573,3147,35630,29914,33185,5342,3896,33294,5704,2086,2012,1289,22930,43918,1994,11232,524,22225,6731,4391,2074,11112,63619,10654,4580,1801,975,11338,8183,885,24038,1427,7182,2737,606,1945,14700,873,12269,5204,669,2657,2724,39923,54594,1392,25868,18742,2608,9160,4777,4187,13207,32527,1624,21497,3734,3850,66021,7430,8604,705,20129,1783,1850,39287,998,5076,7622,1909,7633,13818,21555,36374,7297,16794,4946,989,1160,6921,1273,4089,12674,8440,11830,31937,1137,1129,4448,11208,45887,3378,7927,2243,3068,9770,8478,1153,2696
2001,692,1894,5409,96214,13913,3509,36266,34946,2770,959,33294,1548,1315,1384,9121,25929,5882,8345,3057,8188,18506,9348,912,36884,42350,10750,4400,2302,2244,432,2448,6813,1589,3734,9500,17104,5061,26042,20890,34560,2202,6775,35812,8137,8153,5312,5485,27372,12534,668,33349,32740,9103,35182,3619,2145,1067,1805,1356,20825,24271,4967,40623,3515,14402,1866,15950,3506,2086,41687,8709,3653,36597,29846,34002,5256,4059,33086,6417,2103,1968,1364,23412,38525,2048,11567,617,21856,5446,4295,2217,11968,58641,11407,4614,1892,1004,11300,8124,1034,21156,1471,7743,3027,642,1938,14208,792,11799,5260,708,2676,2792,40005,54330,1310,26194,19965,2575,9134,4756,4133,13286,34506,1671,21556,3850,3327,65254,8344,8892,765,18761,1686,1866,35420,1071,5199,7392,2085,8004,14770,21845,35603,7372,14540,4990,1071,1131,7120,1391,4457,11702,8478,11025,30780,1202,1168,4798,10641,45878,3557,7500,2362,3096,9724,8678,1225,2624
2002,1088,2133,5489,92970,11871,3803,37409,35923,2906,967,34649,1662,1283,1443,9647,24009,6147,8543,3158,8190,17306,10876,897,37037,43040,10736,4793,2251,2263,435,2518,6846,1671,3864,9507,17503,5133,25488,21020,34674,2067,7007,36443,8116,8462,5794,5527,28263,13529,595,33569,33151,9611,35384,3865,2191,1086,1661,1296,24311,25790,5074,43738,3613,14892,1843,16957,3521,2177,46410,10106,3831,36670,29797,32909,5327,4475,33215,6803,1995,1958,1436,25246,40318,2145,11848,775,21133,5384,4478,2268,12456,58883,12325,4509,2104,903,11311,7866,1021,21791,1442,7614,3295,768,2056,14128,888,12341,5377,721,2897,2813,40263,53736,1287,26709,20331,2648,9499,5009,4121,13713,34778,1678,21739,4934,2849,66101,8776,9248,878,20208,1733,1820,38444,1179,5444,7771,2061,8361,15208,22665,36192,6292,15307,5156,1127,1174,7586,1462,5363,12411,8265,10973,31872,1282,1199,5053,9739,46267,3745,7122,2573,3127,9872,9147,1323,2376
2003,1112,2146,5804,93566,12636,4347,37889,35820,3084,998,34312,1719,1263,1468,9937,28075,6013,9041,3251,8038,17083,10503,840,37953,42541,11140,5122,2147,2320,458,2492,6982,1535,4067,9577,17925,5201,23684,21666,34976,2330,6567,35631,7617,9071,6021,5591,27722,14221,629,33435,31556,10415,35354,4396,2222,1046,1826,1291,26834,25577,5183,44560,3716,15515,1820,17058,3496,2351,48492,11245,2898,35177,28152,32463,5925,4501,33576,7600,1904,2109,1526,26041,47791,2136,12122,349,23398,6131,4785,2298,13628,56075,12818,4608,2368,993,11480,7684,1039,22007,1642,7885,3570,827,2304,13834,893,12765,5331,748,2998,2906,39325,55874,1394,26820,22826,2717,10558,5257,4153,13678,34772,1696,21398,5092,3217,84196,9142,10121,868,21012,1838,1852,34843,1148,5706,8199,2088,9209,15107,22656,36813,6208,16169,4929,1242,1103,8309,1738,6408,16095,8350,10387,32623,1330,1223,5663,9585,47158,3960,6740,2756,3154,10055,9250,1434,1958
2004,1107,2538,6094,92250,13664,4633,39031,36845,3305,1025,34665,1783,1255,1479,10492,29711,5812,9760,3393,8365,17620,10827,851,39211,43768,12119,5595,2024,2324,488,2991,7240,1477,4361,9869,18419,5170,23995,22396,35908,2558,6611,37121,7791,9516,6593,5736,28220,15070,658,35055,32202,12416,36320,4780,2398,1021,2119,1322,32354,26579,5310,51289,3855,16009,1711,17035,3758,2502,51086,12682,4314,36891,27645,32380,6048,4952,34354,8687,1923,2203,1600,27413,57757,2282,12911,589,23943,6938,4926,2284,13928,53255,13412,4537,2504,1058,12193,7917,1072,20814,1754,8368,4188,844,2359,13680,1022,13695,5719,696,3131,3031,39959,60079,1335,26753,27859,2892,10600,5616,4197,14183,35820,1720,21135,5266,3543,96865,10032,11526,930,24468,1922,1847,40944,1100,5882,8422,2204,10135,15335,23639,38522,6215,16001,5127,1596,1114,8898,1965,7368,17943,8449,11558,34197,1363,1254,6285,9849,48493,4125,8580,2961,3187,10076,9628,1461,1813
2005,1187,3364,6499,94516,14832,5172,41158,37653,4806,1006,35284,1829,1299,1539,11102,36665,6480,10303,3592,8639,17066,12113,864,41139,45532,13309,6338,2015,2364,543,3910,7688,1500,4315,10129,19512,5248,25073,23293,37305,2702,6952,38005,8614,10795,7369,6008,29465,16870,771,35871,33428,16465,37724,5242,2431,1008,2048,1318,34251,25792,5445,49910,4123,16654,1761,17676,4067,2789,53476,14706,4589,36512,27294,32926,6232,5897,35292,10331,2008,2228,1881,28995,71115,2329,13149,606,25893,7254,5067,2323,15036,53088,14485,4440,2816,1096,13018,8724,1123,21531,2031,8951,4943,896,2648,13042,1057,14931,6171,704,3173,3240,42550,70877,1353,26840,29806,3162,12800,6181,4268,14724,35158,1774,22812,5402,3787,115017,10347,13406,1009,28910,2201,1945,48335,1077,6380,9583,2399,11532,16904,24405,37974,6880,17501,5273,1667,1121,9584,2064,8840,21837,8656,12570,36054,1496,1353,7364,10343,49655,4360,10725,3218,3272,10812,10241,1597,1660
2006,1257,4558,7111,95394,15871,5925,41311,39100,6827,936,35065,1821,1324,1657,12210,38190,7038,11593,3724,9324,16521,12363,869,41678,48406,15487,6937,2078,2418,560,4249,8325,1556,4531,10411,20792,5923,25929,24420,38784,2830,7608,39921,9438,11585,7794,6337,31493,18829,760,36964,34098,15439,38251,6105,2329,993,1899,1286,35469,27650,5650,49244,4188,17434,1719,18268,4420,3060,53809,15617,5177,34555,27897,34003,6659,6467,35572,12372,2151,2562,1989,29850,80587,2302,12358,789,27106,5342,5527,2435,16357,55818,16244,4834,3114,1125,13713,9142,1206,22106,2263,11725,5774,919,2909,13815,996,15295,6725,722,3289,3332,44600,74670,1413,27071,39058,3408,13856,6936,4422,15415,34810,1745,23852,5673,3601,123960,11897,15409,1121,31838,2657,1937,57244,1078,6739,10238,2475,13105,18307,24833,39748,6524,20090,4954,1551,1135,10184,2282,9423,25330,9116,13731,36840,1599,1399,8256,10890,50490,4193,12307,3419,3307,11508,10861,1806,1587
2007,1447,5314,7673,88942,17303,6751,42278,40418,9354,868,35943,1887,1289,1813,13709,38858,7747,12775,3882,10264,18170,12525,887,42449,52541,16392,7482,2097,2411,583,3429,9060,1463,5156,10921,23306,6054,26591,26622,41047,2798,8274,40664,10182,11751,8033,7086,33516,21139,889,39772,35855,15961,38071,7004,2432,1091,1873,1280,40229,28325,5926,52209,4381,19299,1746,18711,4843,3333,55953,16964,5922,36319,28397,35759,6997,7463,36054,14209,2239,2899,2197,31144,81001,2969,13296,711,27953,7842,6020,2393,18024,59983,17941,5168,3259,1124,14180,9797,1266,23227,2487,13656,6579,944,2831,15139,1164,16511,6878,715,4136,3549,47515,74813,1496,29007,42888,3559,13125,7607,4683,17025,34607,1714,25004,5786,3760,126927,13566,17799,1053,33516,2869,2006,61178,1122,7205,10543,2440,15141,20526,25897,42314,7033,23664,5195,1593,1125,10835,2359,10069,27979,9625,14532,37808,1743,1449,9452,11896,50902,4944,13677,3814,3500,12318,11347,2345,1522
2008,1464,6318,8617,83881,18283,7360,43965,40828,10216,843,36634,1897,1295,1997,14734,46926,8228,14781,4305,11352,16860,12318,880,43642,54830,15817,7741,2215,2414,608,3875,9764,1538,5528,11391,23677,6336,29136,25857,41333,2983,9275,41520,10224,12270,8790,8191,33492,20883,989,40357,35755,18388,37657,7458,2647,1163,1820,1275,46643,29288,6051,45074,4070,20406,1660,19457,5790,3754,49308,16991,7075,39947,28071,35938,6813,9342,35257,16214,2272,3354,2389,30412,90071,3240,14456,873,31457,9261,6451,2527,18693,55292,18225,5803,3503,1208,14442,10750,1382,23157,2737,15054,7034,974,2695,15152,1262,17770,7499,748,4218,3704,47481,81923,1644,29132,50637,3761,13887,8272,4898,17677,34168,1757,24575,5980,3967,145029,15620,20022,1190,39887,3060,1987,50435,1183,7316,11719,2534,16336,21876,27380,42310,6696,18236,5307,1605,1119,11392,2759,10487,32994,10116,15393,35776,1826,1546,10258,13194,50276,5679,15661,4010,3759,13188,11435,2440,1260
2009,1669,5212,9373,63439,16893,6906,42914,40055,10804,774,37260,1857,1265,2144,14797,36129,8624,14573,4434,11700,15765,11246,849,39214,54184,15941,8394,2400,2383,615,3566,9843,1481,5666,11769,24103,6476,30050,25821,39480,2688,8458,40629,10783,11172,8524,8398,32962,19387,936,37818,35255,11278,35730,7867,2540,1042,1799,1253,46545,28959,6132,42672,4048,19645,1676,19799,6332,3936,48126,17309,7964,39098,29106,34766,7146,10602,33798,15395,2366,3384,2274,30237,62189,3599,16230,814,30659,10328,7063,2515,17132,55244,16439,6164,3568,1198,13474,11415,1487,24547,2820,14296,6723,972,2546,15485,997,16645,7311,761,4550,3730,45285,70175,1847,29852,41592,3901,14285,8248,5033,18984,33684,1731,25078,6321,4191,112421,15779,17864,1271,34644,3159,2072,51138,1253,6967,11828,2417,14037,21688,25973,40320,7074,24167,5166,1444,1190,11168,2594,15900,22910,10309,14794,34978,1842,1681,8766,13816,48453,6344,13508,4004,3774,14282,11001,2658,1329
2010,1685,6408,9324,58565,18660,7642,45398,40500,12866,743,38592,1864,1328,2421,14971,37062,8646,16016,4805,13418,14452,12188,866,40618,54377,18075,9475,2608,2422,647,5097,10618,1437,5917,11989,24494,6697,29488,25608,41215,2597,9507,42474,11524,12510,9111,9578,32160,19917,1049,38074,35871,11469,35116,8305,2682,1219,1850,1324,41759,27169,6323,44857,4189,18987,1644,20365,7378,4353,48910,17716,9426,36515,29319,34544,7143,10594,35477,17738,2553,3381,2322,32325,63719,3791,16988,896,31419,8424,7844,2304,18340,58364,16847,6603,4180,1301,14276,11625,1591,24706,3384,14536,7487,966,2858,15857,994,17653,7440,855,5087,3914,44394,72578,2022,30904,43260,4133,15187,9309,5449,20495,33718,1713,25589,6878,4416,123057,16393,20255,1361,39370,3419,2120,61827,1303,7260,11872,2963,15367,22555,25660,42043,7442,19810,5678,1764,1232,12586,2893,16391,25687,10735,16211,37804,2002,1772,9250,15854,49267,6812,16161,4465,4363,14140,11288,2900,1425
2011,1792,8016,9484,65307,20003,8465,46132,41446,16176,719,38130,1836,1344,2772,15112,36372,8961,17918,5331,14831,11870,13376,909,42197,58686,19705,10221,2444,2494,681,5875,11788,1479,6295,12366,25289,6928,27272,26725,43189,2590,8944,43575,11679,13204,9985,10737,31600,21997,1199,38432,36691,16403,34971,8946,3283,1347,1669,1413,43841,24349,6650,44532,4421,19813,1648,20886,8849,4768,48980,18024,11484,36740,29370,35151,7141,11615,34979,21302,2712,4142,2496,32225,77126,4401,16230,820,12893,10255,8918,2346,20243,54031,18428,7226,4892,1347,15210,11321,1500,23871,3884,15747,9484,925,3104,16483,1102,19390,8203,799,5136,4189,44591,80623,2189,32057,44454,4464,16762,10044,5851,21837,33981,1718,25133,7377,4863,155533,17174,23130,1449,48470,3669,2123,61672,1479,7607,12463,3179,17391,22483,26004,42079,7389,21545,5979,1661,1227,13318,3111,16518,29745,10437,17919,38565,2227,1890,10333,17211,49675,7396,17746,4786,4088,14540,11838,3205,1515
2012,1945,8074,10344,66251,19841,8827,44871,43052,16407,729,38907,1906,1487,2697,15757,40384,9388,18564,5548,14702,10475,13285,925,41615,60777,20687,10654,2892,2568,710,5412,12078,1523,6351,12397,25862,7138,27174,26924,43198,2707,9239,43697,11936,13242,10342,10736,31491,23756,1284,38865,36773,14665,35784,9241,3691,1404,1781,1283,41292,23898,6643,44716,4418,20523,1600,20945,9144,4974,48120,15734,12408,37721,29852,35142,6972,12083,35143,21947,2815,3959,2643,32485,82954,4978,15903,800,29766,9821,9588,2588,22259,57873,19812,7323,4938,1356,15203,11748,1412,24000,4539,15709,10771,951,3095,16810,1005,20203,9181,845,5370,4221,45412,81826,2370,31720,44308,4568,18113,10493,5984,23037,34395,1731,25743,7522,5036,156144,18604,23827,1507,49983,2900,2153,61905,1583,7782,13085,3437,18083,23118,26022,42579,8012,21922,5087,1806,1240,14467,3212,17120,30351,10749,18787,38578,2187,1848,10744,17950,50394,7929,17752,4911,3707,14959,11880,3413,1623
2013,2025,8612,10138,71240,19876,9006,44042,43175,15841,763,39398,1962,1452,2806,15911,39530,9689,19536,5823,14943,9577,13198,581,41816,61320,20781,11088,3102,2592,751,5156,12293,1634,5625,12301,26784,7379,25699,27678,44560,2756,9371,44268,12101,12998,10875,10803,31527,24710,1361,37913,37926,14757,37702,9540,3635,1464,1830,1281,42940,24807,6689,53707,4213,20130,1638,21816,9391,5052,48162,15844,13213,38668,30625,34482,7096,11656,35494,23365,2877,4360,2942,33322,75584,5197,14627,827,13326,6126,9826,2686,23389,56319,20765,7450,5256,1317,15357,12421,1444,24207,4992,16357,11088,1122,2933,16984,1031,21152,9512,859,5372,4325,48629,79894,2422,32708,41970,4676,21044,10783,6393,23627,34736,1740,25862,7811,4917,148807,18919,23881,1555,48106,3432,2260,61755,1684,7800,13347,3309,18451,23797,26062,42245,7814,22081,4753,1958,1426,13895,3297,18918,31166,10503,19370,39528,2208,1841,10993,18778,50863,8641,18795,5135,3847,14916,11993,3474,1801
2014,2022,8615,10703,67250,19000,9260,43887,44894,16025,779,39182,2092,1513,2901,16556,38535,9986,20037,5784,14825,9972,14900,589,42833,61661,21090,11708,3250,2672,802,4561,12619,1658,6353,13117,28205,7628,25331,29148,46038,3127,9729,44542,12657,12782,11046,11092,32300,25424,1481,37943,38134,14053,38220,9903,3627,1646,1901,1277,39603,24437,6900,45785,4272,20466,1655,22766,9720,5312,51772,15261,12889,39383,31454,34371,7096,11741,35550,23398,2984,5773,2981,34538,69228,5667,13117,816,9736,10529,10313,2881,24604,66750,21944,7324,5534,1282,15531,13110,1514,25001,5493,16903,11035,1227,3357,17756,964,21339,11484,893,5531,4524,47747,75846,2571,33091,37748,4876,19937,10961,6592,24356,34787,1749,26717,8210,4365,138683,19693,23798,1599,46824,3626,2354,67105,1326,7988,13387,3489,18197,24964,27462,42202,7685,22640,4069,2282,1443,13587,3226,20203,31032,10588,20222,41609,2335,1853,10331,19582,51664,8511,17568,5427,3558,15524,12050,3537,1797
2015,1928,8631,10947,69237,19316,9552,44336,44845,16045,723,39531,2141,1527,3068,17254,39197,10305,19306,5969,15377,10030,14626,605,42844,61476,21340,12002,3473,2754,836,4526,12858,1706,6358,13568,29361,7889,25903,30410,46426,3258,9537,44939,13382,13024,10914,11236,33376,25790,1576,37920,38448,14315,38749,10198,3687,1606,1948,1313,35743,24545,7055,46504,4352,20905,1649,23539,10099,5639,53372,15039,13087,40572,31729,34673,7115,11738,36030,23408,3090,5910,3139,35316,68127,6001,12665,798,8514,10687,10734,2954,25279,67804,22724,7577,5569,1288,15766,13586,1563,26577,5834,17738,11139,1277,3323,18259,960,22075,11850,895,5540,4699,48463,76305,2607,33445,37096,5056,20809,11215,6870,25310,35384,1720,27255,8364,4422,139542,20549,23118,1676,47737,3723,2446,67110,1033,8163,13556,3560,17953,25896,28077,43464,7726,23984,3509,2387,1482,13938,3365,21262,30892,10608,20808,41805,2429,1883,9429,19668,52591,9107,16257,5733,2496,15888,12054,3537,1759
2016,1929,8397,11285,70284,18695,9588,44783,45010,15296,692,39733,2166,1561,3250,17953,39773,10576,18766,6118,13479,10160,15015,619,42969,61844,21446,12320,3664,2803,836,4310,12963,1713,6512,13986,30118,,26540,31089,46841,3394,9773,45141,14088,13328,10536,11430,31556,26173,1659,38335,38758,14334,39162,10483,3753,1668,1950,1354,31486,24689,7137,47043,4435,21625,1636,24047,10511,5961,55653,15529,13976,42980,32494,34989,7175,11748,36452,23399,3214,6065,3307,36151,67798,6324,12683,764,8096,10737,11118,3015,26182,69057,23362,7613,5851,1307,15803,13887,1604,27612,6139,18244,11105,1288,3307,18852,950,22687,11741,906,5323,4872,49254,76397,2586,34040,36883,5250,21538,11540,7223,26002,35082,,27726,8605,,139783,18913,23064,1741,47474,3750,2544,67180,1070,8335,14001,3640,18105,26713,28761,44371,7641,24856,3557,2192,1515,14341,3544,22328,29358,10621,18784,42304,2518,1909,9694,19896,53015,9726,13159,6031,2199,16361,11949,3538,1729